Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,BAC,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,WMT,XOM,AAPL,AMZN,BAC,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,WMT,XOM,AAPL,AMZN,BAC,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,WMT,XOM,AAPL,AMZN,BAC,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,WMT,XOM,AAPL,AMZN,BAC,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,WMT,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,125.9744644165039,159.3314971923828,26.751956939697266,68.49266815185547,85.71531677246094,136.63973999023438,110.54833984375,45.71078872680664,267.292236328125,208.8822021484375,13.07745361328125,28.842945098876953,121.61351013183594,45.727535247802734,33.918365478515625,130.0629610638514,163.60000610351562,27.23301021588651,69.4952742563306,87.52085695769506,137.40806994791896,112.29610305445911,47.33094231260902,273.3151049414783,213.97735567410496,13.614972534629288,28.94480610141579,123.41361701753914,45.83987924473823,34.5313479871635,123.39481436257799,157.2010040283203,26.502520837767456,67.8296535421373,84.77231967368576,134.57050346249875,109.591017794198,45.078323679281965,263.575160606713,206.11872309394096,12.926868655114351,28.419820508308486,120.31636894153523,45.02537901709116,33.50971047275038,129.97535392263828,163.5,27.135017158138293,68.84843419519106,87.39721327969764,137.2858368475972,111.979923909717,47.01904101683916,273.0964516443011,213.5263708383666,13.068229351372885,28.889956949570387,123.23713806238881,45.0316181677618,33.877500601497154,143301900,88228000,51483900,9234900,37324000,11765900,16819900,25611100,15106100,37130100,560640000,33565700,8330900,32182200,27764700
2021-01-05,127.5319595336914,160.92550659179688,26.95684814453125,70.34427642822266,86.40655517578125,138.24623107910156,111.14985656738281,45.20827865600586,269.309814453125,209.0836944580078,13.367899894714355,29.140701293945312,122.3900146484375,45.484127044677734,35.55298614501953,128.2425902906654,161.16900634765625,27.20628422956681,72.13926929650003,86.74323001175622,138.61293036708759,111.7248472199308,45.58948947256744,270.7310458088067,209.67861902727174,13.40654306570769,29.281742845965685,122.58414552959808,45.89606105775543,36.61548855568044,125.02045122966085,158.2530059814453,26.64505346302288,68.98590394699525,85.25698257400377,135.3912123392658,109.486806264693,45.07831869546352,266.5667147944145,206.97271004947524,13.051023419832145,28.678399093224115,120.24576918536482,45.090921200942006,34.188079897600666,125.46824574975814,158.30050659179688,26.87667232073926,69.12335679973756,85.66367771378998,136.42146081659675,110.56601803585446,45.338238616548196,266.6462416332595,208.4695896365908,13.063738042617384,28.772428787274404,121.76351236653981,45.74938920674378,34.196251626036144,97664900,53110000,48507000,13414800,20360000,9602300,13731200,20323800,9871600,23823000,322760000,29909400,6856400,26498100,44035100
2021-01-06,123.23905944824219,156.91900634765625,28.640539169311523,72.60823059082031,85.5539321899414,139.54714965820312,116.3689956665039,43.77006149291992,261.6966857910156,203.6623077392578,12.579825401306152,28.889955520629883,123.67835235595703,45.76811599731445,36.460208892822266,127.57092663069263,159.87550354003906,29.05923212350471,73.4006109176023,86.60121349106612,139.89638326575871,117.44820747548634,45.06964762998398,266.1094841450222,207.73076146630103,13.20859212779039,29.367929239402454,124.45486251538833,46.21749926296659,36.86068914894511,123.02489875437408,156.55799865722656,27.936773972076924,71.00728921637547,84.22410709911334,136.83181639387286,113.12251236026619,43.48415095635697,258.4169171662844,203.36485276551582,12.551404137533451,28.811600447313324,122.30179754227912,45.25320198747213,35.71645672794597,124.32932869572905,157.32400512695312,28.41782722281107,71.96138422020368,84.43068253258387,137.28583074162162,114.89171702585952,45.026328753085544,260.3947146442421,203.58554280387045,13.186153937581938,28.85861528473593,122.45180533972018,45.27816931172051,36.29674622759639,155088000,87896000,107002800,13916800,46588000,8230100,24909100,38724500,24354100,35930700,580424000,34962500,10578000,21918900,36484800
2021-01-07,127.4443588256836,158.10800170898438,29.273040771484375,72.94781494140625,88.10930633544922,140.01861572265625,120.19044494628906,43.284881591796875,267.0934143066406,209.4579315185547,13.307320594787598,29.038837432861328,122.52242279052734,45.76498794555664,36.74626159667969,128.13551641563382,160.427001953125,29.950078551133494,73.43294658697386,88.28211046401697,140.59486316266464,122.24272081732299,43.54479815888566,269.9458248995876,210.46545121287744,13.340978357195587,29.10935820196783,123.6519045673697,46.11138764433403,37.24482125990384,124.46559750336911,157.75,29.25522354066607,72.21202711341492,85.74659668999963,138.25496869340597,119.35007871378596,42.903670847067886,263.1576858077317,205.06325222351228,12.851078640686227,28.733245440696646,121.80766061181247,45.57462775065559,36.39481800187547,124.95232359796171,157.85000610351562,29.673919969173006,73.08526777670674,85.74659668999963,138.82247663369998,120.0312236276266,43.39751331604212,264.27081868979917,205.37988746553668,12.931855368359583,29.023165818720468,123.31658503645295,46.06769929747604,36.77895474917092,109578200,70290000,74358500,9286600,41936000,7747200,21940400,53225700,15789800,27694500,461480000,27809500,7355400,20538000,29528100
2021-01-08,128.54437255859375,159.13499450683594,28.97905158996582,73.6431655883789,89.27574920654297,139.73046875,120.3231430053711,44.255252838134766,265.93060302734375,210.734130859375,13.240255355834961,29.09368324279785,122.46944427490234,45.758750915527344,37.15492248535156,129.1089766459298,159.53199768066406,29.3977478744173,74.73471322973897,89.35172512400446,140.65596296436863,120.6150622544728,44.29857172612437,267.30215260547834,211.65529553000536,13.384108767241065,29.40710652241516,122.7076982903195,45.874216296689426,37.449154668406315,126.77268233415623,157.11000061035156,28.604900066378814,73.13377216530336,87.45778272357671,139.5907833243043,118.64239704065592,43.1809265688883,261.567486045614,208.2489262362572,13.006150826604271,28.913464184480652,120.88993931335555,45.502852831446845,36.73809563788473,128.9142743130051,159.0,29.32647897566465,74.45172031068755,88.24932797316438,140.14082549604476,120.27891036194823,43.345539665256524,266.6660593336376,209.8321610847662,13.325770230121712,29.117189166779184,122.1870806152633,45.83676709973091,36.94242319636264,105158200,70754000,44641400,11152100,35484000,8228900,12035100,29674000,18528300,22956200,292528000,33462400,7448500,24478200,28628200
2021-01-11,125.55587005615234,155.7104949951172,29.460111618041992,74.06361389160156,87.21298217773438,139.14549255371094,122.11886596679688,43.492820739746094,255.266357421875,208.69032287597656,13.58405876159668,29.595165252685547,121.6399917602539,45.96470642089844,38.282814025878906,126.71428063801753,157.81900024414062,29.513563301462046,74.46789126673998,88.60786440316203,140.84804270333976,122.25155038646868,44.06463856077183,261.855740774374,210.0528676774654,13.922626008091706,29.64218009346961,123.04301775137802,46.18315525333516,38.52800648879268,125.08861712398671,155.5,28.417827579371984,71.61369398526806,87.00690685691502,138.62164224201453,118.63354456574953,43.2762230301906,254.33211430317564,207.961063234746,13.32577084678296,29.109357187468895,121.41938968122876,45.56213658275153,36.5746353987454,125.76030156918269,157.40049743652344,28.587087845246767,72.05840156543358,88.24238133150995,140.1844803238231,119.04930707792968,43.85670330539031,258.88406998034475,209.63066780968265,13.38186585266166,29.16420634052297,122.43415385895146,45.56213658275153,36.81165613060495,100384500,73668000,51868200,10635000,34796000,7066200,15937900,19304400,30412300,23031300,518344000,47286900,7239900,26264400,38246200
2021-01-12,125.38066101074219,156.04150390625,29.985706329345703,75.47051239013672,86.27644348144531,138.06289672851562,124.03843688964844,43.41484832763672,249.5515899658203,206.23388671875,13.447683334350586,29.13286590576172,120.93406677246094,46.48898696899414,39.132808685302734,126.24703297603195,157.10699462890625,30.261868248042592,75.93947571876657,87.78950631707407,139.39873469056062,125.31226123991478,43.64010850638979,258.1287195660793,208.31610101495866,13.716692447420863,29.61083970452285,121.99295409704322,46.788573366963,39.36982624614053,123.49216114503781,154.3000030517578,29.575920306728552,74.15257010669534,85.23115504466647,137.3644161409814,122.80884517613687,43.11160953102342,248.76643689922236,204.68904166255604,13.308317946514132,28.850782812128596,120.21931816497997,46.28614134240764,38.340016886065214,125.08862234580894,156.0,29.771903005469316,74.92070097299272,86.67022716182484,138.95344648827287,123.34845094957177,43.35420122931785,255.05765536457494,207.74037126573907,13.714697138465636,29.54031893111457,121.63999614367675,46.49835105281593,38.78953682008388,91951100,70292000,68166200,10923900,29528000,6903200,18033500,18538700,26383500,23249300,291476000,47831100,6333500,23373300,36915100
2021-01-13,127.41519165039062,158.29449462890625,29.807537078857422,75.39774322509766,86.76409149169922,137.8533477783203,124.15345764160156,43.458168029785156,250.09820556640625,207.58682250976562,13.494553565979004,28.882123947143555,121.1193618774414,46.014644622802734,39.57415771484375,127.9603226503501,159.49749755859375,30.0035231733862,75.61605033035835,87.21796188202141,138.35101969044567,124.54266980878609,43.631446873253026,252.39404981083618,207.98982744101792,13.587547513691526,29.125026490886384,121.83412393106417,46.52019444824794,39.811178417085095,125.07891169236268,156.10400390625,29.477926882113252,74.33853829696514,85.7744115724748,136.85801727647865,122.16311017066828,43.27622673140247,247.67315297678024,205.27432823721875,13.348207455464507,28.709739182638533,120.97818677840714,46.008401900119445,38.97752165311931,125.34173316138947,156.4219970703125,29.780812938072046,75.35731301322734,85.7744115724748,138.15019769656575,122.59655498123286,43.30221740116598,250.0087606344853,205.36069794074126,13.45291837429401,28.99182225580867,120.97818677840714,46.42033231342523,39.66406233416226,88636800,66424000,43172800,9723300,23432000,6643100,14816800,18864100,19528900,20087100,210028000,31027900,6078800,16069500,29000300
