Date,AAPL,AMZN,BAC,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,WMT,XOM
2021-01-05,0.012287652019657187,0.009954646073317086,0.007629814631271106,0.026674496624108375,0.008032007921551669,0.011688774583560097,0.005426666688935074,-0.011054289798881001,0.007519753067802944,0.0009641567032301462,0.021966867667230907,0.01027030816225261,0.0063650958768593545,-0.0053372298054404,0.047067304022124196
2021-01-06,-0.03424095436856103,-0.025211776834210834,0.060585797035231516,0.03167697115036519,-0.009916580093869379,0.00936604679502002,0.045886720955656046,-0.032329739841116076,-0.02867583829867332,-0.026271278880628243,-0.06076214475387204,-0.008641825389921209,0.010471165453715608,0.0062243663635276865,0.025197347428876544
2021-01-07,0.033554065609988214,0.007548565530855581,0.021843814614200326,0.004666037270530546,0.029431198208611897,0.0033729580253214556,0.032311449895851406,-0.011146810325519842,0.020412084997359078,0.028059424285783292,0.056219717359832236,0.00514018030891749,-0.009390020852942223,-6.8347988307787e-05,0.007814892808325436
2021-01-08,0.008594049030397259,0.006474509430722278,-0.01009364064436664,0.009486813895859814,0.01315172442881054,-0.0020597118417224713,0.001103455860918735,0.02217047917167008,-0.004362850143873543,0.006074381083711504,-0.00505232447738422,0.0018867927030448324,-0.0004325543115394816,-0.00013662662710830486,0.011059771274203148
2021-01-11,-0.023523256464951552,-0.021754382256951105,0.016463858197908934,0.005693235512033127,-0.02337668754693019,-0.004195576643205706,0.014813836282910981,-0.01737801470047647,-0.04092807446787236,-0.009745925038025035,0.025635260570879954,0.01708980311537638,-0.006795706588756049,0.00449146543784852,0.02990461390878367
2021-01-12,-0.0013965629630237407,0.002123540741920703,0.017683867039843624,0.018817442310693176,-0.010796598007457747,-0.007810961054317529,0.015596733902445727,-0.0017947253565792848,-0.02264187168956176,-0.011840327037033287,-0.010090318981450817,-0.015743999066011344,-0.005820552676791181,0.011341344973189612,0.021960435362011626
2021-01-13,0.01609658283355652,0.014335165650269394,-0.005959655248083971,-0.0009646719265790962,0.005636243568767437,-0.0015189322195398648,0.000926869479455558,0.0009976623387719658,0.002188056777592785,0.006538629234362569,0.00347952857629748,-0.0086440948118308,0.001531216045395282,-0.010255571328356618,0.011214821138818347
2021-01-14,-0.015242798002180997,-0.01220978211670719,0.015715646160846017,0.02373759972279776,-0.009390221490746397,0.01732979526069148,0.005825238548672344,-0.018714804989667575,-0.02413239552560565,-0.015465173060880678,-0.02480304573465809,-0.002988767733711956,-0.010693775308908957,-0.003260780888165112,0.03829119458695307
2021-01-15,-0.013825863061837834,-0.007452299659631569,-0.029255810896926325,-0.03625524663901775,-0.0019083435223842778,-0.0021812701231070596,-0.01808414858047086,-0.010824148952954957,0.023019115060204265,-0.0017381203862373402,-0.02615284760310275,-0.0013613627605727674,-0.007539511491805393,-0.01598070074317387,-0.049297331121770996
2021-01-19,0.005412432871288795,0.005304424924284414,-0.007297100057456071,0.0259390981484175,0.03237679288706861,0.015352657899431044,-0.0043369797118373915,-0.003909281677279155,0.038017199877966604,0.017665610178023084,0.012806815617931315,0.0008170797968574888,-0.008793388869998007,-0.008679967858790098,0.019643004910246304
2021-01-20,0.03232786771407076,0.044686981065348005,-0.013208501547077497,0.009163400695103692,0.052187510163386276,-0.002460250616528527,-0.015109190980301657,0.0034983735065784788,0.02414144391833847,0.03584925948559447,0.025805634614451248,-0.006281873558119492,-0.01257874534311539,0.014676950064864693,0.014028942564209525
2021-01-21,0.036002353293395226,0.01327491862890803,-0.01778242881104983,-0.035971662418812916,0.0021678188253927886,-0.004011253697384414,-0.008419507909673355,0.005531355476980451,0.019950536985434638,0.002804360549475187,0.03685259406273221,-0.0005477451479037856,-0.0009843694698537494,-0.004546196812010274,-0.0290883772445961
2021-01-22,0.015945997234475363,-0.004473303364494828,-0.00694908981772989,-0.003047881171894507,0.004453680604709125,0.011190676572301383,-0.007743512018194683,-0.009441974580827319,0.005955816122284594,0.004346625909321039,-0.011240250616202915,0.0019169623319892327,-0.007739126671986297,0.010165740775289967,-0.014235016025332975
2021-01-25,0.027307712527119263,0.0005374909810066927,-0.012438278669986695,-0.009089326325943366,0.000908329690194779,0.014748553497368963,-0.012560802508442579,0.005962751485719025,0.012705825308813798,0.015719994819084204,-0.0043301429580200465,0.019775727393403126,0.017083946505957112,-0.0008888037024803968,-0.011237455394576485
2021-01-26,0.0016779533174268533,0.009706872588035214,-0.007085335127902908,-0.01708679479896553,0.007190463574560837,0.02675069958916355,-0.004095639948571538,0.010400938243497995,0.014427317850832552,0.012125082531186361,-0.016095651792770855,0.000804503382347704,0.006407451606755416,0.00892039265016038,-0.022206516347529064
2021-01-27,-0.007713404726068571,-0.028528919404602372,-0.03653520813226908,-0.013066350354057869,-0.0477754427760837,-0.015368527830456937,-0.028679007740458905,-0.015539005503570853,-0.035767802038917905,0.0024503265591049694,-0.03927955115459227,-0.02909780864451807,-0.03603118218831264,-0.02519438040301,-0.011401079208503296
