-4.180888652801513672e+00,-4.133691310882568359e+00
-2.335681200027465820e+00,-2.032270133495330811e-01
3.494390249252319336e+00,-3.053274452686309814e-01
-4.079123973846435547e+00,-8.417723655700683594e+00
-6.096341609954833984e+00,-1.168018150329589844e+01
-2.517443656921386719e+00,5.378148078918457031e+00
1.809663581848144531e+01,-6.540812015533447266e+00
1.865956544876098633e+00,5.310057163238525391e+00
1.442515468597412109e+01,4.675547599792480469e+00
1.154258251190185547e+01,1.041102632880210876e-01
-1.449806976318359375e+01,3.494023799896240234e+00
1.370508313179016113e+00,5.752191066741943359e+00
5.756522655487060547e+00,1.231844305992126465e+00
7.328577518463134766e+00,4.041176319122314453e+00
6.481526374816894531e+00,8.418344497680664062e+00
8.947891235351562500e+00,-5.430224418640136719e+00
1.711584854125976562e+01,-2.237101078033447266e+00
3.565407276153564453e+00,5.484138488769531250e+00
-2.403277903795242310e-01,1.177866744995117188e+01
1.794206261634826660e+00,6.935933589935302734e+00
-1.446413707733154297e+01,1.530078530311584473e+00
-7.256251811981201172e+00,-2.884135723114013672e+00
2.668684720993041992e+00,1.532593131065368652e+00
3.823933124542236328e+00,1.265501379966735840e+00
1.858168220520019531e+01,2.255492210388183594e+00
7.808224678039550781e+00,7.130343914031982422e+00
1.823548126220703125e+01,1.526019811630249023e+00
-3.823632478713989258e+00,4.093118190765380859e+00
-1.543347930908203125e+01,3.405537128448486328e+00
-2.596947431564331055e+00,2.667147874832153320e+00
8.239513397216796875e+00,-3.029287576675415039e+00
1.552541255950927734e+00,7.751945257186889648e-01
9.233182907104492188e+00,4.126857757568359375e+00
-1.137646389007568359e+01,-3.215700626373291016e+00
7.653516530990600586e-01,-4.220793724060058594e+00
-1.590476131439208984e+01,4.879120588302612305e-01
-6.993598461151123047e+00,-1.067243695259094238e+00
-5.681837558746337891e+00,-3.313654899597167969e+00
7.112540006637573242e-01,-4.174463748931884766e+00
1.484299778938293457e+00,3.653815269470214844e+00
-3.992475569248199463e-01,-1.016482067108154297e+01
1.110781574249267578e+01,-5.062948703765869141e+00
5.692918300628662109e-01,4.673269748687744141e+00
6.487757205963134766e+00,5.232194423675537109e+00
7.261249542236328125e+00,3.141649723052978516e+00
1.305020999908447266e+01,-5.054797172546386719e+00
1.301217198371887207e+00,2.914576292037963867e+00
1.607204818725585938e+01,9.377479553222656250e-01
8.387586593627929688e+00,3.557648181915283203e+00
1.690856933593750000e+01,3.423810482025146484e+00
-6.303439140319824219e+00,-8.156378746032714844e+00
2.705606698989868164e+00,3.443608522415161133e+00
1.596583604812622070e+00,-2.841458797454833984e+00
-1.363631129264831543e+00,-4.883012771606445312e-01
-8.595981597900390625e+00,5.191549658775329590e-01
4.896198809146881104e-01,-1.394012570381164551e+00
-1.040977954864501953e+01,3.895966410636901855e-01
-1.107588672637939453e+01,6.208871364593505859e+00
-6.938835144042968750e+00,-5.207469940185546875e+00
2.369873285293579102e+00,-4.648821830749511719e+00
1.715566396713256836e+00,-4.488727092742919922e+00
2.311271280050277710e-01,-3.149816036224365234e+00
1.783298492431640625e+01,-3.695830345153808594e+00
-1.260069561004638672e+01,1.765689611434936523e+00
1.266960334777832031e+01,-1.777653694152832031e+00
2.221844911575317383e+00,-4.396514892578125000e+00
-9.295054435729980469e+00,1.562078475952148438e+00
-1.467780113220214844e+01,-6.998476505279541016e+00
-1.017728328704833984e+01,-4.054756164550781250e+00
1.421894264221191406e+01,-8.709543943405151367e-01
-2.856802940368652344e+00,1.769859313964843750e+00
1.559354114532470703e+01,-2.317700535058975220e-03
-5.393932342529296875e+00,6.491725444793701172e+00
-1.488493061065673828e+01,-3.329814672470092773e+00
-1.126227378845214844e+01,-6.728241443634033203e+00
-5.353092193603515625e+00,-1.646583318710327148e+00
-1.066592979431152344e+01,3.430855274200439453e+00
-8.662494659423828125e+00,-3.488880097866058350e-01
-8.049408912658691406e+00,3.461294651031494141e+00
-1.222940349578857422e+01,-5.237691402435302734e+00
-8.843130111694335938e+00,-6.461148738861083984e+00
-4.038027286529541016e+00,5.493611335754394531e+00
