hard_label,certainty
1,0.9999999999792664
1,0.9999999342086049
2,1.0
1,0.9999999995045812
2,0.9999999970664533
2,0.9999999986300452
2,0.999999952680356
1,0.9992086610448555
2,0.9999999618111567
2,0.999999670665642
1,0.9984551856315829
1,0.9984365236483801
2,1.0
2,1.0
2,0.9792753930921282
1,0.9999979009118936
2,0.99999999999919
2,0.9999195791533789
2,1.0
2,0.9246331696892998
2,0.9999999998418758
2,0.9993800861535601
2,0.9999999999997158
2,1.0
2,0.9999999999999716
2,1.0
1,0.9965923305113715
2,1.0
1,0.9999998874342771
1,0.9999999671020282
1,0.995749832203842
1,0.9999998921848516
1,0.999999999999531
1,0.9999999982028669
2,0.9993930378592071
1,0.9999999999998153
2,1.0
2,0.9999999847896676
2,0.9999999968821385
2,0.9999999995199431
1,0.9983773306077993
1,0.9999999999982947
1,0.9986130550827499
1,0.9999999999978542
1,1.0
1,0.9999999999597691
2,1.0
1,1.0
1,0.9999999999431424
1,0.9999853227421277
2,1.0
2,1.0
2,0.9999999999999716
2,0.7192488122401836
2,1.0
2,1.0
2,1.0
1,0.9999994672810855
2,1.0
2,1.0
2,1.0
2,0.9999909639543862
1,0.9999962239258862
2,0.9999999993664517
2,1.0
1,0.9995818592640964
2,0.9999999996473576
2,0.9999989259674263
2,0.992560263546321
2,0.6840659410437777
1,0.9999999999202771
1,0.9999999999959073
2,1.0
2,0.9999756816221719
2,1.0
1,0.9999998692819304
1,1.0
2,1.0
2,0.999825508585774
1,1.0
1,0.9999999949365304
1,0.9841827761079647
1,0.9999916626778814
2,0.9966158722662334
2,0.9999999967423179
2,0.9999999084794708
1,0.9864136317377347
2,1.0
1,0.8184246197295674
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,0.9999983671682856
2,0.9996960425081415
2,0.9993792486926089
2,0.9999999999994316
2,0.9999999999998579
2,0.9999999999928377
2,0.99722347607794
2,1.0
2,1.0
2,1.0
2,1.0
1,0.9999999999348148
2,1.0
2,0.9999985010798874
1,0.9999999999999858
2,0.9999999999997016
2,0.999412776726787
1,0.9991952372987389
2,0.9999999999999716
1,0.9999999999991616
2,0.9999999882101065
2,0.9999999999999716
2,0.9999999986443981
2,0.9999999978650607
1,0.8874088446727937
1,0.99999999672211
2,1.0
2,0.9999013657555226
2,0.9999999991860022
1,1.0
1,1.0
1,0.9999999970546156
2,0.9998350172382507
1,0.9999952133282499
2,0.9112347194687479
2,0.9999999992526085
2,0.9999805988036428
1,0.9999999997997975
2,1.0
2,1.0
2,0.9752538193575324
2,0.9999999999869829
2,0.9999999873592316
1,0.9999999999986073
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,0.9999999999999716
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,0.9937194556327177
2,0.999999999373884
1,0.9999999999997016
1,0.999999941115691
2,1.0
2,0.9999986593397557
1,0.9999999999973994
1,0.9999999985819699
2,0.9999999999957652
2,0.9999999999691909
2,1.0
2,1.0
1,0.9989852516262923
1,0.9911041700899671
2,0.9691498525322473
1,0.9923725875677069
2,0.8859922324827681
2,0.9999999999999858
2,1.0
2,0.9999999999995737
1,0.9999999810287508
2,1.0
1,0.999993990476194
2,0.9937099567379835
2,0.9999999999998579
2,0.9999999986116421
2,0.9999999999999716
2,1.0
2,1.0
1,0.999999999995012
2,1.0
1,0.9999999999798206
1,0.9452204490461
1,0.9999999993057003
1,1.0
1,0.999804834838236
1,0.9684452437723545
1,1.0
2,1.0
1,1.0
2,0.9999999999990763
2,1.0
2,1.0
1,0.9993575735786262
2,1.0
1,1.0
1,0.9999999998694022
2,1.0
2,0.9999999969085849
1,0.9999999999891713
1,0.999999994367414
2,0.9999994114574831
2,0.9931717851432258
1,0.9999999999996732
1,0.999999696328519
1,0.9999999980046397
2,0.9999999874017647
2,1.0
2,0.9999994911799506
1,0.9999979407180206
2,0.9860247220424295
2,0.9999999999996589
2,0.9999999988842632
1,0.9999999970030871
1,0.9999336492278191
1,0.9999999999998721
2,0.9998805689379971
2,1.0
2,1.0
1,0.9424297366663036
2,0.999999998685908
2,0.9971601435344523
1,0.9999999999949267
1,0.9999999999822506
2,0.9999686134642242
1,0.9999999999943725
1,0.9999999999996447
1,0.9999999999985931
1,1.0
1,1.0
1,0.9999995151895188
2,0.9999999999025277
2,0.9999999988073967
2,1.0
1,0.9999999898510907
1,0.9999797962625954
1,0.8331553989055805
1,0.9998001703611334
1,1.0
1,1.0
2,0.9999999999984794
1,1.0
1,1.0
2,1.0
1,0.9999998392723897
1,0.9999999585958941
2,1.0
2,0.9999992455337297
1,0.8818262027513691
2,0.9999999868780947
2,0.9999999999003819
2,0.9999999999999574
2,0.9999999988066577
2,0.999888873019973
2,0.9999998010744149
1,0.9997234376215193
1,0.9999999999316742
2,0.9999999999999147
1,0.9997813821608978
2,0.9990359679191113
2,0.9999999999985505
1,0.9999999932326915
2,0.9999999907345369
2,1.0
2,1.0
2,0.9166560253307774
1,0.9999685493131694
1,0.831994890033898
2,0.9999999999999716
2,0.9999999998824052
1,0.9546696855060867
1,0.9999999960217423
1,0.9984197875257966
1,0.9848983204704046
1,0.9999999880291881
2,0.9999999982284891
2,0.9893888371463725
1,0.9999976952855703
2,0.9999999999993889
2,1.0
1,0.9999906637019921
1,1.0
2,1.0
2,0.9981048403458683
2,0.9999999994855955
2,1.0
1,0.9999999999999716
1,0.9999999999999574
1,0.9643322330641326
1,0.9999999999998295
1,0.9999999999999005
1,0.9999999999999858
1,0.9999999999996021
2,1.0
1,0.8953209970645649
2,0.9999999953762284
2,0.9999999999996447
1,0.9999999873548546
2,1.0
2,1.0
1,0.9999998927722005
1,0.9981256924495803
2,0.9999979751779229
1,0.6825204053119548
2,0.9999996197445297
1,0.9999984027326116
1,0.9742421574038894
1,0.9991837103566733
2,1.0
2,1.0
2,0.9999999999993463
2,1.0
2,0.9999999999978684
2,0.999999999997641
1,0.9998422892373613
1,0.9972684785152672
3,0.9989557025397355
3,0.9999999956004615
3,0.9874243873681636
2,0.999999999970413
3,0.999999999997442
2,0.9999972475468376
3,0.9999998352956958
3,0.9999999069993678
2,0.8412552232475307
3,0.9999999999962057
3,1.0
3,0.9999999999999858
3,1.0
2,1.0
2,1.0
2,0.9999999999999858
2,0.9999998147417161
2,0.9999994677862243
2,0.9999971691105567
2,1.0
2,0.9999999972803835
2,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
2,0.9932688637418828
3,0.9999999997788649
3,1.0
3,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999961915
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999856865429
3,0.9999999999999716
3,1.0
3,1.0
3,1.0
3,1.0
3,0.999999999997641
3,0.9999999999630944
3,0.7332252917538209
2,0.9870411958846037
3,1.0
3,1.0
2,0.999544540531093
3,0.9999999997748432
3,0.9999913588293939
3,0.9999095522144008
3,1.0
3,1.0
3,1.0
3,0.9999200672314095
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999991744426918
3,0.9943891608433486
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9913002741479747
3,1.0
3,1.0
3,1.0
3,0.9998858287118981
3,1.0
3,0.9999999995904716
3,0.9999999999993463
2,1.0
2,1.0
3,0.9999999997223767
2,0.9999857104379746
2,0.9869018527225664
3,1.0
3,1.0
3,0.9999992013516482
3,1.0
3,1.0
3,0.9999999996764188
2,0.9997433477677073
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9985654300682032
3,1.0
3,1.0
3,1.0
3,0.9999999999999574
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999451035
3,1.0
3,0.9999992050497928
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999994884
3,1.0
3,1.0
3,0.9999999999980673
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999977405
