hard_label,certainty
3,1.0
3,1.0
3,0.9999999991454445
3,0.9999999999999858
3,1.0
3,1.0
3,0.9999999999993179
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999946141
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999970726
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999987745936044
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999999574
3,1.0
3,1.0
3,1.0
3,0.9999663262204064
3,1.0
3,1.0
3,0.9999953730023246
3,0.9999999972082065
2,1.0
3,0.9992934395702134
3,1.0
3,0.9999999999848512
2,0.9999921098416195
3,1.0
3,1.0
3,0.9948257955977124
3,1.0
3,1.0
3,0.9999999999996163
3,0.9999999999979821
3,0.9999999999999858
3,1.0
3,0.9999992910243476
3,1.0
3,0.9999999999968736
3,1.0
3,1.0
3,0.9999978375383951
3,0.999021479996224
3,0.9969217458651546
3,0.9999999994798969
3,1.0
3,1.0
3,0.9999999743156852
3,1.0
3,1.0
3,0.9999999430666565
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.999999999999261
3,0.9999890183410423
3,0.9999997383004797
3,0.9999999273145788
3,1.0
3,1.0
3,0.5656909823586849
3,0.9999999999964331
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999999858
3,1.0
3,1.0
3,1.0
3,0.9999903323782953
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999998153
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.999999999842629
3,0.9999996879526724
3,0.9999999995947633
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999999716
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999989387476
3,1.0
3,1.0
3,0.9999999999998721
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999999858
3,1.0
3,0.999999999966505
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999999574
3,1.0
0,1.0
0,0.9999995926240336
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9909440328037018
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999997369773359
0,1.0
0,1.0
0,0.9999999955089436
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999622454687
0,1.0
0,1.0
0,0.9999999999997868
0,1.0
3,0.9990316432732617
0,0.9999996504878126
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999999998437
0,1.0
0,0.9999999999884324
0,1.0
0,0.9999999999999432
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999999999858
0,1.0
0,0.9999999999827907
0,1.0
0,1.0
0,0.9999999999288605
0,1.0
0,0.9999999999992468
0,0.9999999999999716
0,0.999999999999929
0,1.0
0,0.9999999976578522
0,0.999999996821785
0,0.9999999988015986
0,0.9999985115726694
0,0.9999999996504698
0,1.0
0,1.0
0,0.9999999999667466
0,0.9999999999999716
0,0.9999999938842308
0,1.0
0,0.9999999999979252
0,0.999998104877866
0,0.9999999977153209
0,1.0
0,1.0
0,0.9999999770939925
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999958939583
0,1.0
0,0.9999999993447943
0,0.9999999999999858
0,0.9999999997571081
0,0.999999999999801
0,1.0
0,0.999999999999531
0,0.9999999999979394
0,1.0
0,0.999999999999801
0,0.9999999985080024
0,0.9999880292077272
0,1.0
0,1.0
0,1.0
0,0.9999999999999858
0,1.0
0,0.9999999999992326
0,0.9999999999948272
0,0.9981616655607584
0,1.0
0,1.0
0,0.9999999999917151
0,0.9999999999952678
0,1.0
0,0.8369041471071512
0,0.9999999999989768
0,0.9999999999999716
0,1.0
0,1.0
0,0.9999976339335315
2,0.999993307600375
0,1.0
0,1.0
0,0.9999999999707825
0,1.0
0,0.9999999999992752
0,1.0
0,0.9999999999902371
0,0.9999998052428983
0,0.9999999642089967
0,1.0
0,0.9999999999866702
0,0.9999999999993889
0,1.0
0,0.9999999999997584
0,1.0
0,1.0
0,0.9999999999997726
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999999636486
0,0.9999999528655377
0,0.9999999998502744
2,0.9999999998019007
0,0.999994643691955
0,0.9999947834975904
0,0.999999976991788
0,0.9984455099012398
0,0.9999999999997158
0,0.9999999999996163
0,0.999999719099787
0,0.9999999819239492
0,0.999999999260794
0,1.0
0,0.9999999999851923
0,0.9999999999999716
0,0.9999999997790354
0,0.9999999994992663
0,1.0
0,0.9986001310144751
0,0.9999999999999147
0,0.9999999411723497
0,0.9999999999999574
0,0.999999999999929
0,0.9999999999988347
0,0.9999999999993037
0,1.0
0,1.0
0,0.9999999999910472
0,1.0
0,0.9999905578354581
0,0.9999999999920988
0,1.0
0,1.0
0,1.0
0,0.9999941987098585
0,0.9999999999933351
0,0.9999999998783551
0,1.0
0,1.0
0,0.9999999999998579
0,0.9999998737840423
0,0.9999999999988347
0,0.9999999991651691
2,0.9982370204639015
0,0.9999999999999716
0,0.9999999999939178
0,1.0
0,1.0
0,1.0
0,0.9999999715812469
0,1.0
0,1.0
0,0.9999999999994742
0,0.9999999999977547
0,1.0
0,1.0
0,0.9999789220770323
0,1.0
0,0.9999999999969873
0,0.9999999999999574
0,1.0
0,1.0
0,0.9999999992669615
0,0.9999999999985079
0,0.9999999999999858
0,0.9649406411505154
0,0.9999999999961204
0,0.9999988282427141
0,0.9999999999967031
0,0.9999999997567102
0,0.9999999998804014
0,0.999999999984027
0,1.0
0,1.0
0,1.0
0,1.0
