chapter_id,hard_label,certainty
767,2,0.9999999998019007
768,0,0.999994643691955
769,0,0.9999947834975904
770,0,0.999999976991788
771,0,0.9984455099012398
772,0,0.9999999999997158
773,0,0.9999999999996163
774,0,0.999999719099787
775,0,0.9999999819239492
776,0,0.999999999260794
777,0,1.0
778,0,0.9999999999851923
779,0,0.9999999999999716
780,0,0.9999999997790354
781,0,0.9999999994992663
782,0,1.0
783,0,0.9986001310144751
784,0,0.9999999999999147
785,0,0.9999999411723497
786,0,0.9999999999999574
787,0,0.999999999999929
788,0,0.9999999999988347
789,0,0.9999999999993037
790,0,1.0
791,0,1.0
792,0,0.9999999999910472
793,0,1.0
794,0,0.9999905578354581
795,0,0.9999999999920988
796,0,1.0
797,0,1.0
798,0,1.0
799,0,0.9999941987098585
800,0,0.9999999999933351
801,0,0.9999999998783551
802,0,1.0
803,0,1.0
804,0,0.9999999999998579
805,0,0.9999998737840423
806,0,0.9999999999988347
807,0,0.9999999991651691
808,2,0.9982370204639015
809,0,0.9999999999999716
810,0,0.9999999999939178
811,0,1.0
812,0,1.0
813,0,1.0
814,0,0.9999999715812469
815,0,1.0
816,0,1.0
817,0,0.9999999999994742
818,0,0.9999999999977547
819,0,1.0
820,0,1.0
821,0,0.9999789220770323
822,0,1.0
823,0,0.9999999999969873
824,0,0.9999999999999574
825,0,1.0
826,0,1.0
827,0,0.9999999992669615
828,0,0.9999999999985079
829,0,0.9999999999999858
830,0,0.9649406411505154
831,0,0.9999999999961204
832,0,0.9999988282427141
833,0,0.9999999999967031
834,0,0.9999999997567102
835,0,0.9999999998804014
836,0,0.999999999984027
837,0,1.0
838,0,1.0
839,0,1.0
840,0,1.0
