hard_label,certainty
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999781721
1,0.9999998745029267
3,1.0
3,1.0
3,1.0
3,1.0
3,0.9999999999995453
1,1.0
1,1.0
1,0.9999999999947704
1,1.0
1,0.9999999999970441
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
3,0.9897484940120507
1,1.0
3,0.999789122179008
1,0.9999997510440463
3,0.8694659660976984
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,0.9999999993733582
1,1.0
1,1.0
1,0.9999999999704414
1,0.9999999998278781
0,0.8309388548416924
1,0.9999998976486547
1,1.0
1,1.0
2,0.9999999715134895
1,1.0
1,1.0
1,0.9999974697107243
1,1.0
3,0.9999991362161929
1,1.0
1,1.0
1,1.0
1,1.0
1,0.9999999999590727
1,1.0
1,1.0
1,1.0
1,1.0
1,0.9999999999313332
2,0.9999999999686224
1,0.9438763650802
1,0.9999999942931481
1,1.0
1,1.0
1,0.9999950863960049
1,1.0
1,1.0
1,0.9999971062280598
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,0.9999999999990905
1,1.0
1,1.0
3,0.9999905432495462
1,1.0
1,0.9582514541231952
1,1.0
1,0.9999998774603758
1,0.9999373237253207
1,1.0
3,0.9999999987571755
1,0.9999997039824832
1,0.9999999808537725
1,1.0
1,1.0
1,1.0
1,0.9999971312756991
1,1.0
1,1.0
1,0.9999968356876294
1,0.999999999998181
1,0.999999951754263
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
3,0.9999999763344934
1,0.9999511240196928
1,1.0
3,0.9989306774502158
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,0.9999999999988631
3,1.0
3,1.0
3,1.0
3,0.9999117198321642
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
0,1.0
0,1.0
0,0.9999999999245119
0,1.0
0,1.0
0,1.0
0,0.9999999999824922
0,1.0
0,1.0
0,1.0
0,0.99941819683546
0,1.0
3,0.9998917349201594
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999988040913524
0,1.0
0,1.0
0,1.0
0,1.0
3,0.9999999999990905
0,0.9999891058748713
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999997001335027
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999999993179
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999334444305
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
2,0.9989850067962636
0,1.0
0,1.0
0,1.0
0,0.9999757233099518
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
