cluster_0,cluster_1,cluster_2,cluster_3
2.3699039146011322e-61,3.1800331246105523e-60,1.0,9.152497835381623e-44
2.3108712954195308e-83,4.551877343853981e-28,1.0,1.1062600194452232e-26
9.46430414909321e-36,2.903118244852849e-50,1.0,5.677311485275293e-30
5.473223320833124e-54,2.2729630819991708e-58,1.0,7.022440920126543e-38
1.114842431661392e-60,6.273704188917092e-55,1.0,1.1850626322251582e-37
6.223315463881309e-45,7.864114949722706e-83,1.0,1.514671933483356e-63
3.1642729355897516e-75,5.7812098108963006e-15,1.0,6.365862206024429e-19
3.6133033289171545e-47,2.087427698475084e-71,1.0,5.999938511332929e-58
4.1023610450895406e-30,3.872603959174252e-68,1.0,7.347095050941251e-45
5.939767873750073e-57,8.783963396239123e-81,1.0,2.1331871174024644e-44
2.480718380964101e-65,1.2119132923600163e-77,1.0,8.525501802181915e-57
2.0048122808995643e-66,8.911407364708346e-68,1.0,2.1444341090904187e-51
3.527654856113198e-104,6.995475585820532e-63,1.0,9.832745266945758e-43
7.567789447150818e-38,1.3047149594782736e-100,1.0,6.239282110541876e-66
7.207125482288768e-59,8.076659352325306e-56,1.0,6.23912068388168e-51
2.0173297343771982e-68,5.013756193292972e-83,1.0,9.288548903618188e-67
3.0125396680821244e-115,4.8377163825124054e-63,1.0,7.053685849271844e-52
1.5938263303105386e-116,1.9359121974441137e-66,1.0,3.3026908956549143e-54
7.048448535982203e-99,1.2275197779969855e-79,1.0,7.465208330128276e-61
1.192013254715168e-61,3.357196601127426e-67,1.0,6.738581144550217e-49
1.4309698591426143e-78,5.615466508579344e-76,1.0,4.8005951681074e-57
9.233081012289061e-64,3.341603974066005e-66,1.0,5.258613505813085e-44
3.3164001115331755e-64,2.7443772661805414e-77,1.0,5.096580009851364e-60
1.6310539139425616e-50,1.7172637278510263e-54,1.0,1.0652273804385397e-51
3.759436306981766e-112,5.46298460222e-81,1.0,5.787314063206519e-68
1.7509548201724725e-22,2.3809613928836836e-61,1.0,8.119835462997393e-43
1.6462721043592706e-58,1.5410267422418903e-103,1.0,8.340137195709428e-79
3.9606383230983045e-63,7.255463631455469e-59,1.0,5.668741309097877e-49
8.418586821098522e-43,1.1912663127022912e-61,1.0,4.7433005552349826e-42
3.216508743824515e-52,8.970827662024866e-55,1.0,1.1848325498146104e-35
2.014015507179094e-93,1.028870742076265e-36,1.0,6.340418405019934e-35
2.3042447501068722e-33,4.323525264418224e-81,1.0,4.473073126077892e-50
3.536328644776621e-38,1.1764376619502874e-97,1.0,2.1047324177846724e-63
1.2982867759309282e-29,2.978052882493059e-72,1.0,4.364141486939319e-57
3.114237160637966e-13,7.181846845696568e-107,0.9999999999997726,7.07855853065229e-62
2.4554029970684885e-42,2.446915400175308e-106,1.0,6.2439560346736594e-77
6.707932478273558e-71,1.2649863931894854e-101,1.0,7.76978551804699e-60
4.0867693779722074e-18,2.9383127623858033e-68,1.0,6.2202698324058804e-43
8.97042247322761e-22,9.451265075686963e-67,1.0,1.503041878102608e-44
7.952526282563327e-39,5.3831305571728024e-89,1.0,5.154732276700556e-56
4.483961007869354e-23,3.9126723852631237e-90,1.0,3.975747208335899e-61
1.544861792827863e-19,1.3576674022409356e-92,1.0,1.980046280097286e-63
0.9886632466583402,6.507024688178462e-91,0.011336753341611728,4.3211558179194816e-65
2.062220810690997e-18,6.585645860975345e-88,1.0,2.8633134964809627e-61
4.341763261190097e-51,4.6884514043408304e-63,1.0,1.0465030339062098e-44
2.6468112483946407e-66,6.522197016847365e-74,1.0,4.662945878870346e-52
1.7419064031456534e-82,3.6165759825720415e-64,1.0,1.7312514957521801e-38
2.4203626695846526e-62,3.0244278066107677e-53,1.0,1.5113953707789822e-46
4.142583389593567e-30,1.895656254361701e-83,1.0,3.8563231702058813e-56
5.73777700176499e-41,6.346808678255864e-67,1.0,4.936772019431551e-49
6.70088716855306e-95,1.6786831172162035e-47,1.0,2.19760917849575e-42
1.5296191386066822e-75,2.0343967924620684e-16,1.0,3.6554525714650473e-16
6.976273832614116e-41,3.285780692635633e-72,1.0,6.375190293371333e-49
1.3360371143134991e-28,3.852008435806328e-46,1.0,3.410963321477338e-31
1.156488044244114e-36,9.094738644146807e-47,1.0,4.983751008641694e-33
1.8970798322354468e-38,3.263209802178209e-64,1.0,1.7173090456091877e-47
4.813696672379954e-79,6.125472002744256e-65,1.0,1.1028199547249964e-53
1.5595082640627215e-63,3.1151206679633885e-39,1.0,2.815430764549154e-30
5.55170919401079e-94,1.3603819947720835e-70,1.0,4.011815290357669e-52
1.5164122352958258e-71,2.3955341695577027e-53,1.0,1.6155973955561483e-38
1.4252266955485913e-42,4.4076120851343895e-12,0.9999999999915872,3.915221043170149e-12
1.1991037446680033e-33,3.019836531603303e-35,1.0,2.7795127675613756e-28
3.7055516774359833e-28,2.95650664058122e-54,1.0,1.1311629435365596e-36
2.1985420442455516e-33,9.471465122688454e-60,1.0,8.663356747170155e-45
2.0289283621452938e-73,1.8555166032608907e-26,1.0,1.0119543607721523e-24
1.8293410587113852e-26,7.0056928933889094e-71,1.0,8.711542156761826e-53
1.626265020672745e-51,7.970515662092619e-33,1.0,6.868309601836394e-33
3.023384230441081e-55,3.499953189911383e-48,1.0,1.596634472325509e-42
7.094697672121072e-14,1.0264363384179479e-52,1.0,1.6382451978577977e-38
2.969192319134205e-38,2.0628122975700788e-48,1.0,6.338088178589439e-41
6.813473622368621e-60,3.61030436536044e-88,1.0,3.2522410306546173e-57
3.335052775641375e-14,4.5315935047339826e-61,1.0,9.945822313928343e-45
1.2201632301544488e-33,6.735577945662921e-85,1.0,1.5289794444880942e-51
1.41122990711811e-99,1.1896881636750782e-57,1.0,3.702697277418155e-44
9.622746943622143e-46,7.344689782176372e-83,1.0,3.474088867723312e-54
7.22884627543973e-67,1.248863596835431e-35,1.0,1.5310423638884466e-38
2.9025230728472744e-48,1.7848274333717563e-49,1.0,5.740332652007945e-35
4.6841687165950264e-76,8.363305646551005e-31,1.0,4.476828511807756e-26
1.8279949891011213e-84,1.6041545301904203e-21,1.0,4.587684333475345e-25
3.507371974781479e-27,0.7555024570243671,0.24449705614386077,4.868318153332093e-07
1.0225782940565615e-55,2.4692051462259403e-43,1.0,4.727323553384238e-41
3.645798578444876e-69,1.089544638750415e-09,0.9999999989104253,8.666017342466465e-22
9.314275829826882e-44,1.7968872079736387e-78,1.0,1.3740919194694728e-53
4.9383084363808974e-101,4.178390154862791e-33,1.0,8.031355038344258e-29
2.1077245170943722e-32,7.372377035420331e-45,1.0,2.3501730490096303e-34
1.065075766537896e-21,6.395274737725402e-74,1.0,3.155204560366621e-51
1.4627790054476235e-38,1.7920890734482556e-105,1.0,1.8819627916181515e-69
1.769090195370737e-49,1.7962182815995713e-46,1.0,1.314031915983312e-29
3.9374091117049634e-43,5.245023393810765e-116,1.0,3.466532458858246e-77
8.213199887624537e-77,1.7449214858263376e-12,0.999999999998181,3.482669668845491e-23
1.6920958137370263e-60,9.297089487994427e-13,0.9999999999984084,6.362691960854563e-13
3.495055875551889e-17,1.2143617093430346e-61,1.0,1.5813550749562103e-42
3.1136341651762663e-40,2.2898644125978044e-63,1.0,2.439969050214649e-48
5.112395173793802e-75,1.49922729137594e-38,1.0,1.754248728864993e-41
1.3250340563662355e-72,7.866162612733334e-59,1.0,5.2280221713143314e-39
2.5870296959905485e-72,2.531898187330168e-81,1.0,1.1938722281599097e-59
4.8679865459931e-70,2.633235005755963e-75,1.0,8.95018589806768e-54
1.987735375615345e-109,7.673807102927481e-37,1.0,3.0393005063181336e-20
1.3865378905840862e-88,7.846192362925947e-60,1.0,2.4236139610227098e-40
1.5941769578589333e-79,4.677543535538363e-39,1.0,1.9791173348310016e-31
2.219929720038659e-51,2.683591453023897e-69,1.0,5.275731354095074e-53
2.561157126853858e-47,1.430678944758186e-94,1.0,1.3692096225629316e-56
2.5323763930068016e-48,5.473434153169789e-68,1.0,4.059312651109183e-52
4.7848710501194687e-82,1.0053967857178959e-56,1.0,1.0799076090630702e-41
1.1527707241456037e-66,7.742585721939936e-69,1.0,2.5662608899632765e-47
1.8319272600643712e-36,1.2047900139964448e-69,1.0,6.609869881439212e-52
5.902403044608282e-51,8.189587745606442e-90,1.0,1.566575160141746e-52
1.4231861230135827e-102,1.0565984335002428e-71,1.0,3.258841715061514e-59
1.2746562657821684e-68,2.671220104491536e-56,1.0,2.548698604278423e-45
1.424917051765112e-86,2.230313351982021e-50,1.0,2.215455463568058e-40
8.05434860931818e-36,8.749398901871896e-49,1.0,3.889877254381969e-44
1.4580193957447328e-47,1.6046011566494439e-80,1.0,1.72038141842309e-51
2.797466693344598e-29,1.1179826814990047e-77,1.0,3.287314056190784e-63
4.8567097078737064e-70,4.080446359610185e-76,1.0,8.512392193015883e-56
1.0160266485539172e-35,1.1083221843333227e-53,1.0,9.258369430262379e-34
1.6441557122253378e-77,9.949031274403135e-63,1.0,3.1376873801217767e-55
3.3204346659499314e-93,1.2501967110774131e-59,1.0,1.499199842884817e-53
3.0855350630034416e-79,6.810052567999735e-46,1.0,3.322098206031331e-44
6.539508364842657e-55,2.698716069575021e-54,1.0,2.4500245937321768e-36
7.926249144668707e-73,1.7017927476570972e-25,1.0,9.68809498655753e-18
2.3701855655059535e-133,5.6952032134672314e-70,1.0,4.794747242696617e-47
3.985857049124518e-83,6.332379269384564e-47,1.0,1.5664840371511665e-39
2.335608281144081e-118,1.964615194499964e-51,1.0,2.675510936471025e-44
1.4157071954097402e-85,3.1609617017858174e-16,1.0,1.981136684504757e-27
4.777342007667757e-84,5.954644753453663e-45,1.0,5.571634475936209e-45
2.5818200621865434e-38,1.2915867450409496e-79,1.0,8.020211981124935e-54
7.698494044799089e-58,3.361928020017955e-72,1.0,5.509947117184126e-59
1.7059230778238993e-43,2.703626467210845e-91,1.0,3.2942070773238365e-63
8.272746156650122e-65,4.2668892318757534e-49,1.0,7.230470183029786e-46
1.3940032128823735e-97,3.262561057272669e-80,1.0,1.18199440287444e-62
6.337782920645609e-91,3.0037957248942315e-73,1.0,2.0581729436103774e-51
1.337847659986006e-80,2.8051891894275127e-64,1.0,4.172078242039824e-56
5.499000700473395e-87,2.100460197992923e-24,1.0,4.184407574954571e-16
2.8991107807098707e-100,9.90713587082483e-48,1.0,3.7363648898269266e-47
2.8494563489377646e-55,2.678456501348615e-86,1.0,5.086227645783296e-67
1.137400665163308e-87,1.1759418471974327e-24,1.0,1.7272936779044841e-40
2.820097279389666e-104,3.8351144154147646e-51,1.0,1.2858940876395515e-51
5.007241635381452e-15,2.5626164414227753e-85,1.0,1.7382127003427778e-55
1.781280143263128e-51,1.9780887614232163e-16,1.0,1.0417176665258198e-14
4.703069739061525e-53,1.0204251434014134e-25,1.0,6.865653637029487e-27
1.7757366313088925e-56,5.189303006782018e-91,1.0,4.339543773942487e-69
8.026451220062779e-36,9.096538918917504e-47,1.0,1.350113660164191e-31
2.7994749126444715e-68,1.2456080641263926e-59,1.0,1.72157784095268e-36
2.7316677539542536e-25,8.276440458760468e-68,1.0,9.191252007702444e-39
2.1210964546953163e-45,5.640755377585203e-71,1.0,5.06109046335181e-44
7.722683095357568e-15,7.09201735145699e-68,1.0,5.991294943322744e-42
7.622789197763173e-37,4.0184088850056105e-57,1.0,4.8451824544404945e-32
7.328395637108759e-42,3.607562964081151e-50,1.0,5.1208836670357174e-36
1.0241302526847253e-39,1.6622619462938144e-48,1.0,1.3498833473319512e-40
1.5289618495225959e-49,0.9999897654730238,1.52776444584546e-06,8.706762465513005e-06
2.925341944075002e-56,6.7851803189536286e-12,0.9999999999931788,4.565879690121727e-19
5.637258867509044e-28,1.9187159489659083e-50,1.0,2.3422399501636856e-40
7.424093032652143e-53,3.660346897899998e-46,1.0,3.521711656861418e-35
3.2196366234728648e-46,2.1238757822697216e-50,1.0,5.277931683197479e-42
3.2451460479803505e-23,2.1571812885649937e-53,1.0,4.3816054222541285e-35
1.0545724336771548e-81,6.931270087926218e-61,1.0,4.0923941204426775e-50
4.965217323745964e-06,2.470860653017945e-56,0.9999950347826628,1.0353012998422547e-37
3.937098717692498e-26,2.3944899349495935e-99,1.0,2.1275071030057836e-58
4.1523903881564075e-18,4.318967163016666e-59,1.0,3.8369343986623054e-45
2.8889294383141688e-64,3.0154750382166546e-58,1.0,8.0878702742070605e-47
3.775502379904047e-48,3.116392782848207e-42,1.0,7.771393959635756e-31
3.425729726181801e-57,4.466725173189683e-58,1.0,1.7577621770617352e-48
8.996799723493332e-46,2.3637170285827518e-76,1.0,3.6744580501154524e-58
5.563430750169026e-37,2.85983324524297e-77,1.0,8.178451909182405e-56
1.1920387874290982e-75,2.7767478748624813e-69,1.0,1.1707964011336593e-55
5.469109649570848e-71,6.401260303099308e-38,1.0,1.6147590987944578e-36
9.64255125524519e-58,2.736141880841053e-41,1.0,3.2031517952467074e-33
1.3207168061365612e-59,7.088976919465775e-49,1.0,7.92093489267937e-32
4.80003552469006e-65,2.799056775509979e-17,1.0,1.0138194487534754e-23
4.272897645224512e-33,2.1847977619354366e-63,1.0,1.9638827023362823e-41
2.960671457219989e-45,5.934123461186875e-51,1.0,4.93571830060678e-32
1.2282533782451316e-74,4.434168356602888e-50,1.0,1.602119187017223e-42
8.703058085552444e-49,3.4069713494486434e-48,1.0,1.704064434193637e-34
6.335555131919202e-43,1.1638742082094555e-53,1.0,3.5394446030661436e-47
2.32867971953363e-52,5.760216069664209e-44,1.0,4.22864520396765e-47
1.898633917380763e-80,1.784998988920634e-26,1.0,5.435991872899077e-35
1.6992463464798935e-37,4.812464933769397e-57,1.0,4.087501665970067e-42
4.4521006002072016e-42,1.7016592296383648e-47,1.0,5.029304007918456e-29
1.0086396509755834e-56,4.511416259045056e-76,1.0,1.4327404773782131e-63
1.64843291761887e-48,3.9996173942738552e-87,1.0,2.8325632845094806e-61
1.9471479427724884e-75,4.502791729621705e-46,1.0,1.17443459077919e-43
1.1731986071073987e-85,3.4066363528300455e-15,1.0,2.136066563519918e-21
1.3492965364250857e-50,1.7291931126864853e-26,1.0,1.5047194296691418e-21
2.661059819120024e-71,3.740634500389666e-20,1.0,2.946921412053989e-20
1.461491074527484e-95,3.304790227190306e-36,1.0,5.059788519156648e-30
8.20072287605924e-96,5.41104081307521e-25,1.0,1.0835183062525891e-29
2.256564023132987e-93,2.0331668007885038e-51,1.0,1.2155225427709983e-40
1.315647497489519e-23,4.6695941781186845e-77,1.0,4.736080485325176e-52
6.987243373423876e-71,1.5583695686999002e-74,1.0,6.366376462264033e-54
5.641144031062732e-56,1.8641585034405108e-70,1.0,5.943694716472804e-55
3.149606750424288e-39,5.060238107258195e-69,1.0,6.260942375129374e-58
4.565362825596958e-70,1.6232183406839377e-48,1.0,8.957471497244068e-43
1.3682074344538487e-27,4.369863751907697e-81,1.0,4.6191048269682806e-51
5.354238989512125e-49,5.547124433900266e-91,1.0,7.37320889614722e-64
3.3226265924780893e-78,4.305176544598678e-49,1.0,1.5412692706194638e-46
3.3482229781902514e-63,9.274042944874511e-40,1.0,3.318500261339692e-41
4.064479035486433e-74,5.837282370031218e-75,1.0,1.0953279298486235e-54
1.3529119409833286e-72,3.2284218030461807e-60,1.0,1.3433352733239715e-48
3.184120160139344e-40,5.046179908883929e-60,1.0,6.40548541861814e-42
1.4367261037653903e-72,3.70326921908382e-68,1.0,1.060372158665176e-47
3.303954366637404e-60,1.6878951014457209e-59,1.0,1.575443066310836e-37
2.205714393586977e-56,7.219904423494648e-48,1.0,1.624650650523767e-31
2.258289202662864e-34,9.741664488729579e-74,1.0,1.1032136331027642e-42
6.243020272037142e-17,1.2621682122665491e-82,1.0,8.808373806623484e-56
5.6024020229965355e-42,5.132795639367192e-60,1.0,5.182055300586888e-47
3.987359511612748e-53,6.596475940291189e-69,1.0,1.7689075738049607e-47
1.1432320090100555e-53,1.0963213385248475e-80,1.0,1.0195394877435064e-54
2.0758521296841974e-43,4.156299004471876e-81,1.0,7.196905702352728e-46
3.2025085539343174e-69,6.08376451082387e-71,1.0,1.187510454269729e-46
6.682462722544478e-37,4.2222038437987e-09,0.008377307022758584,0.9916226887551097
2.540168444799939e-50,1.0,9.237412408532911e-32,5.735591477387459e-26
9.326518290931507e-40,1.0,2.9081569843898635e-22,2.4968331895686386e-20
3.694368634655277e-07,0.014004500799040928,9.721235348523332e-11,0.9859951296668955
8.969713657248869e-11,2.5011025969534587e-13,0.9238927783079216,0.07610722160209404
2.6501027575448315e-40,0.9999999999995453,2.206452122060529e-25,4.636904539116795e-13
5.50104274400154e-16,0.9999999143897221,5.599506139370043e-13,8.560967274389678e-08
3.207229366468683e-40,0.9967155834151935,5.119793093424467e-18,0.0032844165848260848
2.1279305042999315e-48,0.9999450282494894,9.933284171886159e-20,5.4971750542018596e-05
1.0051057969740226e-24,0.9999997187904168,2.8013737689615766e-07,1.0720977350892943e-09
3.796934706261143e-56,1.0,2.5607321304737514e-31,5.84372577727871e-23
6.815606193682571e-65,1.0,6.951112147730479e-31,7.109001081161182e-28
9.58905675996582e-64,1.0,2.0016161871995877e-44,8.410717863840007e-26
6.682409272993388e-46,1.0,1.9219877304505794e-43,1.2376600444169685e-31
0.9998368578756404,6.796547442236395e-25,0.0001631420990864918,2.5291381854815227e-11
0.00018381141020929072,3.1788754613494676e-27,0.9998161885898073,1.177851003669148e-16
1.1217549679514936e-07,2.7003735041257945e-12,0.9999998757643958,1.205744849300339e-08
1.0289956904411189e-05,7.165206958112863e-06,0.9999825448360325,6.872344016086026e-16
2.656008779479006e-21,0.013496081084938877,0.9865029045631877,1.01435189529541e-06
1.4539611450062635e-08,6.71258636653804e-11,1.7277216828296811e-12,0.9999999853914687
0.999999452099396,5.984860848633206e-34,5.479006597622188e-07,1.039776712826139e-21
3.1058018115262855e-17,0.0002137486727414363,0.9994980799682608,0.00028817135907757
4.576564430812032e-25,5.378468279672541e-23,0.999999999994543,5.540000756990978e-12
1.0,1.8906834082627244e-27,1.2712993503618527e-26,3.7603889273632435e-25
2.6506086063998926e-53,1.0,4.83171068366485e-39,9.658786124556984e-22
2.03784998483249e-112,1.0,8.240958434371398e-63,4.220768036179712e-31
8.27515235400193e-97,1.0,1.521772278829806e-51,6.109444107932312e-34
4.552798420290595e-81,1.0,5.841447393718833e-38,2.122199006104239e-31
2.204601662357687e-89,1.0,6.014591043337638e-57,6.803235162623354e-41
1.3419671811436654e-34,1.1295259802052978e-11,2.9268759349361855e-13,0.9999999999884039
1.6526622377175533e-52,1.0,4.151277275673363e-23,6.575440151931942e-14
1.8529775920737571e-96,1.0,4.901363387885319e-69,3.732799357089735e-40
2.2231694719331318e-81,1.0,3.2410633805993103e-44,3.915198963817794e-28
1.0,6.660590832828359e-27,9.982485621952144e-16,1.6505857677121266e-32
2.522687030468104e-109,1.0,1.8510727577535385e-68,2.440025160443104e-42
2.930688223440035e-75,1.0,3.9117297690704764e-60,8.265365897742723e-29
1.8540066497638157e-117,1.0,1.9943469805640097e-81,3.4993856674201617e-47
2.4629266709040364e-77,1.0,8.750905748324432e-61,4.189167446283069e-40
1.0547470358580131e-93,1.0,2.572441930178851e-43,1.1398052237757038e-30
5.8139263904849475e-89,1.0,2.5015835461998154e-67,6.500523600028213e-36
6.377568926478919e-96,1.0,3.2338339668372976e-54,3.716982042603223e-18
1.7233179772968655e-55,1.0,5.781904014588418e-27,2.5620980179220793e-25
6.270745218884682e-84,1.0,6.113368526219392e-46,9.449739726809168e-28
3.2081814818956886e-71,1.0,1.8949560882276058e-40,9.297806854983107e-24
